candidate_uid,name,sex,ethnicity,dob
6593,Nungsari bin Ahmad Radhi,M,Malay,1960-xx-xx
6594,Yahya bin Jali,M,Malay,xxxx-xx-xx
6595,Abdullah Hudi bin Abdul Latif,M,Malay,xxxx-xx-xx
6596,Haradeyan (Hardeyal) Singh,M,Other,xxxx-xx-xx
6597,Mohamed Nazri bin Abdul Aziz,M,Malay,1954-05-15
6598,Mohammad Hashim bin Salim,M,Malay,1941-07-01
6599,Ahmad Husni bin Mohamad Hanadzlah,M,Malay,1952-07-21
6600,Abdul Rahman bin Md. Nur,M,Malay,1956-05-18
6601,Chang Kon You,M,Chinese,1948-10-12
6602,Teresa Kok Suh Sim,F,Chinese,1964-03-31
6603,Ho Cheong Sing,M,Chinese,1949-08-10
6604,Yeong Chee Wah,M,Chinese,xxxx-xx-xx
6605,Ramli bin Ariffin,M,Malay,xxxx-xx-xx
6606,Tan Kiat Seng (Shuk Yik),M,Chinese,xxxx-xx-xx
6607,Ainon Khariyah binti Mohd. Abas,F,Malay,1944-07-03
6608,Lim Meng Loong,M,Chinese,1952-10-28
6609,Chong Joon Kin,M,Chinese,1959-11-06
6610,Mohamed Hamka bin Mohamed Jumah,M,Malay,1966-03-15
6611,Foo Koon Yow,M,Chinese,1960-04-30
6612,Ling Nguk Bing (Ling Ngik Bing),M,Chinese,1945-11-13
6613,Yap Yit Thong (Yap Thong),M,Chinese,1944-04-23
6614,Asha'ari bin Marsom,M,Malay,1963-10-15
6615,Ahmad Zahid bin Hamidi,M,Malay,1953-01-04
6616,Proso Watma (Prosothman) A/L Appoo,M,Indian,xxxx-xx-xx
6617,Wan Mokhtar bin Wan Endut,M,Malay,1947-08-24
6618,Ibrahim bin Yusof,M,Malay,1946-06-18
6619,Sarif bin Udin,M,Malay,xxxx-xx-xx
6620,Ahmad Kamaruzaman bin Mohamed Baria,M,Malay,xxxx-xx-xx
6621,Noorsiah binti Tuajib,F,Malay,xxxx-xx-xx
6622,Wan Abdul Rahman bin Wan Yusoff,M,Malay,xxxx-xx-xx
6623,M. Samueil bin Mohamad Kameil,M,Malay,xxxx-xx-xx
6624,Soleh bin Mohamad,M,Malay,xxxx-xx-xx
6625,Leong Chee Meng,M,Chinese,xxxx-xx-xx
6626,Tengku Azlan Ibni Sultan Abu Bakar,M,Malay,1949-07-21
6627,Nordin bin Abdul Latif,M,Malay,1937-08-28
6628,Noh Omar,M,Malay,1958-02-23
6629,Peng Kim Sing,M,Chinese,1947-11-22
6630,Adnan bin Din,M,Malay,1969-09-14
6631,Zainul Amri bin Abdul Aziz,M,Malay,1955-03-07
6632,Ismail bin Nahu,M,Malay,xxxx-xx-xx
6633,Wan Mohd Fuaad bin Wan Abdullah,M,Malay,1956-11-03
6634,Mohd Zainal Abidin bin Abdul Mutalib,M,Malay,1940-11-03
6635,Badrul Hisham bin Abdul Aziz,M,Malay,xxxx-xx-xx
6636,Lim Kuo Phau,M,Chinese,1950-xx-xx
6637,Selvanathan A/L Savarimuthu,M,Indian,1942-10-09
6638,Lim Siang Chai,M,Chinese,1955-12-17
6639,Hussein bin Ahmad,M,Malay,xxxx-xx-xx
6640,Salamon bin Selamat,M,Malay,1947-12-25
6641,Leelavathi A/P K. Govindasamy,F,Indian,1944-08-06
6642,Tan Yew Kew,F,Chinese,1953-xx-xx
6643,Shafie bin Mohd Salleh,M,Malay,1946-09-29
6644,Seripah Noli binti Syed Hussin,F,Malay,1956-08-31
6645,Tan Poh Eng,M,Chinese,xxxx-xx-xx
6646,Sanusi bin Osman,M,Malay,1935-11-16
6647,Chong Chek Ah,M,Chinese,1951-11-05
6648,Nailah binti Nani,F,Malay,1948-02-09
6649,Kamal bin Mat Salih,M,Malay,1946-07-29
6650,Tan Kee Kwong,M,Chinese,1947-02-18
6651,Othman bin Ngah,M,Malay,xxxx-xx-xx
6652,Lee Chong Meng,M,Chinese,1949-05-23
6653,Teng Chang Khim,M,Chinese,1963-06-02
6654,Shahrizat binti Abdul Jalil,F,Malay,1953-08-15
6655,Mohd Salleh bin Abas,M,Malay,1929-08-25
6656,Ooi Saw Choo,F,Chinese,xxxx-xx-xx
6657,Liew Choon Teck,M,Chinese,1952-02-22
6658,Mook Soon Man (Mok Soon Cheong),M,Chinese,1946-04-11
6659,Abdul Malek bin Husin,M,Malay,1961-01-14
6660,Yunus bin Rahmat,M,Malay,1955-08-06
6661,Ali bin Maidin Kutty,M,Malay,1959-02-07
6662,S. Omar bin S. Abdullah,M,Malay,1957-02-22
6663,Mohd Yusof bin Abd Malik,M,Malay,xxxx-xx-xx
6664,Ishak bin Mat Aris,M,Malay,xxxx-xx-xx
6665,Krishnan A/L Letchumanan,M,Indian,1948-xx-xx
6666,Thangasamy A/L Periasamy,M,Indian,xxxx-xx-xx
6667,Abu Seman bin Yusop,M,Malay,1944-01-10
6668,Omar bin Baba,M,Malay,1954-01-15
6669,Burkhan bin Abdullah,M,Malay,1944-03-08
6670,Mohd. Nor bin Jaafar,M,Malay,1969-03-09
6671,Tan Seng Seng,M,Chinese,xxxx-xx-xx
6672,Tawab bin Katab,M,Malay,1937-01-12
6673,Yaakob bin Jantan,M,Malay,xxxx-xx-xx
6674,Ismail bin Nasir,M,Malay,xxxx-xx-xx
6675,Rosdan Taha bin Abd. Rahman,M,Malay,1966-05-07
6676,A. Kadir bin Johan,M,Malay,xxxx-xx-xx
6677,Zainal Abidin bin Osman,M,Malay,1949-08-12
6678,Omar bin Jani,M,Malay,1955-01-22
6679,Mohd Huridin bin Samuri,M,Malay,1961-09-09
6680,Tan Kok Kwang,M,Chinese,1964-09-14
6681,Abdul Aziz bin Mohd. Yassin,M,Malay,1932-10-27
6682,Kamelah binti Yahaya,F,Malay,xxxx-xx-xx
6683,Hamzah bin Ramli,M,Malay,1947-09-01
6684,Ali bin Siran,M,Malay,1937-04-03
6685,Mansor bin Masikon,M,Malay,1944-02-07
6686,Hishammuddin bin Hussein,M,Malay,1961-08-05
6687,Madin bin Khani @ Md. Din bin A. Ghani,M,Malay,1944-12-04
6688,Mohd. Salleh bin Ahmad,M,Malay,1966-01-05
6689,Mohamed Hanipa bin Maidin,M,Malay,1968-07-35
6690,Ya'Akob bin Mohd Yusof,M,Malay,1947-05-05
6691,Omar bin Sharif,M,Malay,1951-08-29
6692,Saleh @ Daud bin Hassan,M,Malay,xxxx-xx-xx
6693,Sahlih bin Sirin,M,Bumi Sabah,xxxx-xx-xx
6694,Herbert Timbon Lagadan,M,Bumi Sabah,1953-11-16
6695,Yunof Edward Maringking,M,Bumi Sabah,1948-02-01
6696,Oswald Sipain Mojingol,M,Bumi Sabah,xxxx-xx-xx
6697,Mohd Naser bin Mohd Noor,M,Bumi Sabah,xxxx-xx-xx
6698,Johnny Goh Chin Lok,M,Chinese,1957-02-13
6699,Joseph Vun Shin Choi,M,Chinese,1944-07-18
6700,Paul Nointien,M,Bumi Sabah,1957-09-18
6701,Johnny bin Mositun,M,Bumi Sabah,1957-04-24
6702,Mohd. Hashim bin Yussup,M,Bumi Sabah,1953-04-13
6703,Anis bin Tuali,M,Bumi Sabah,xxxx-xx-xx
6704,Abdul Rashid bin Abu Bakar,M,Bumi Sabah,xxxx-xx-xx
6705,Hussin bin Masalih,M,Bumi Sabah,1956-09-27
6706,Asmin bin Nasir,M,Bumi Sabah,xxxx-xx-xx
6707,Henrynus Amin,M,Bumi Sabah,1959-02-22
6708,Shariff Sadi bin Intang (Biun),M,Bumi Sabah,1964-08-12
6709,Ellron Alfred Angin,M,Bumi Sabah,1958-07-15
6710,Agum Laap(Edward),M,Bumi Sabah,1948-11-12
6711,Samson Soh Chue Tet,M,Chinese,1949-12-12
6712,Ahmad bin Nangka,M,Bumi Sabah,1954-05-08
6713,Akbarkhan bin Abdulrahman,M,Bumi Sabah,1956-08-31
6714,Raman bin Kardi (Marjok),M,Bumi Sabah,xxxx-xx-xx
6715,Nasir bin Uddin,M,Bumi Sabah,1958-11-10
6716,Abdullah Minun bin Sahirun,M,Bumi Sabah,1956-02-08
6717,Sabardin bin Ombrah,M,Bumi Sabah,1949-06-26
6718,Mohd Shafie bin Apdal,M,Bumi Sabah,1957-10-20
6719,Chee Yau Fah,M,Chinese,1941-07-06
6720,Chua Soon Bui,F,Chinese,1955-02-01
6721,Jeron anak Loben,M,Bumi Sarawak,1956-06-05
6722,Paruwadi bin Musa,M,Bumi Sarawak,1965-09-02
6723,Akaw anak Nonjep,M,Bumi Sarawak,1938-06-29
6724,Andrew Nyabe,M,Bumi Sarawak,1946-01-20
6725,Michael anak Runin,M,Bumi Sarawak,xxxx-xx-xx
6726,Bertram Sading anak Jihok,M,Bumi Sarawak,1936-10-20
6727,Marcellus anak Munjan (Eric Marcel),M,Bumi Sarawak,1953-11-30
6728,Sukinam Domo,F,Bumi Sarawak,1947-02-06
6729,Jimmy Lim (Jimmy Donald),M,Chinese,1945-03-16
6730,Patrick Mangka anak Laman (Lempeng),M,Bumi Sarawak,1939-05-15
6731,Entalai anak Munan,M,Bumi Sarawak,1957-04-08
6732,Tiong Thai King,M,Chinese,1945-07-04
6733,Narawi bin Haron,M,Bumi Sarawak,1950-02-21
6734,Munan anak John Andrew,M,Bumi Sarawak,1960-04-25
6735,Lau Ung Hai,M,Chinese,xxxx-xx-xx
6736,Lucius anak Jimbon,M,Bumi Sarawak,1957-10-10
6737,Johnny Walker anak Tinggang,M,Bumi Sarawak,1951-06-29
6738,Jacob Dungau Sagan,M,Bumi Sarawak,1946-09-26
6739,Baru Sigar,M,Bumi Sarawak,1952-06-13
6740,Samsudin bin Hamid,M,Malay,xxxx-xx-xx
6741,Syed Ahmad bin Syed Ali,M,Malay,xxxx-xx-xx
6742,Saleh bin Itam,M,Malay,xxxx-xx-xx
6743,Abdullah bin Jasin,M,Malay,xxxx-xx-xx
6744,Mohamad Faisol bin Abd Rahman,M,Malay,xxxx-xx-xx
6745,Sofiah binti Ahmad,F,Malay,xxxx-xx-xx
6746,Kamaruddin bin Mohd Akib,M,Malay,xxxx-xx-xx
6747,Mohamad Hadzi bin Nordin,M,Malay,xxxx-xx-xx
6748,Abdul Aziz bin Saad,M,Malay,xxxx-xx-xx
6749,Alias bin Othman,M,Malay,xxxx-xx-xx
6750,Arof bin Hj Saad,M,Malay,xxxx-xx-xx
6751,Ramli bin Abdul Karim,M,Malay,xxxx-xx-xx
6752,Karim bin Salleh,M,Malay,1940-xx-xx
6753,Long bin Saad,M,Malay,1942-05-22
6754,Md. Hasan bin Bulat,M,Malay,1953-10-31
6755,Azizan bin Abu Bakar,M,Malay,1965-11-05
6756,Yusof bin Abdullah,M,Malay,1963-01-01
6757,Abdul Rahman bin Ariffin,M,Malay,1953-12-10
6758,Abu Hasan bin Sarif,M,Malay,1955-07-17
6759,Barishah @ Habshah binti Saad,F,Malay,1938-02-16
6760,Yusoff bin Abdullah,M,Malay,1940-04-09
6761,Syed Idrus bin Syed Baharom,M,Malay,1936-01-21
6762,Mohamad Yusoff @ Munir bin Zakaria (Haji Munir),M,Malay,1964-04-15
6763,Abd Lateh bin Mohd Saman,M,Malay,1958-09-13
6764,Ahmad bin Sudin,M,Malay,1958-11-11
6765,Alias bin Mustafa,M,Malay,xxxx-xx-xx
6766,Cheung Khai Yan,M,Chinese,1956-02-13
6767,Che Jaafar bin Jusoh,M,Malay,xxxx-xx-xx
6768,Chong Kau Chai @ Chong Itt Chew,M,Chinese,1949-06-24
6769,Fadzil bin Ahmad,M,Malay,xxxx-xx-xx
6770,Ahmad Bashah bin Md Hanipah,M,Malay,1950-10-10
6771,Abdullah Hasnan bin Kamaruddin,M,Malay,1954-10-26
6772,Muhamad Yusof bin Husin,M,Malay,1954-05-13
6773,Mohd Jamil bin Md Idross,M,Malay,1948-12-17
6774,Fadzil bin Hanafi,M,Malay,1957-04-30
6775,Azizan bin Abdul Razak,M,Malay,1944-10-25
6776,Bahador bin Omar,M,Malay,1956-02-26
6777,Baharom bin Hanafi,M,Malay,1935-12-26
6778,Salleh bin Musa,M,Malay,1929-12-08
6779,Hamlan bin Din,M,Malay,1962-05-22
6780,Mohd Hadzir bin Mohd Jaafar @ Jaafar,M,Malay,1941-11-21
6781,Saravanan a/l Velia Udayar,M,Indian,1943-02-03
6782,Harun bin Mat Isa,M,Malay,xxxx-xx-xx
6783,Mohd Yusof bin Omar,M,Malay,xxxx-xx-xx
6784,Jamaludin bin Yusof,M,Malay,1952-02-05
6785,Lim Pok Long,M,Chinese,1967-08-12
6786,Lee Chuan Saw,M,Chinese,xxxx-xx-xx
6787,Tan Hong Eng,M,Chinese,xxxx-xx-xx
6788,Jamaludin bin Yahaya,M,Malay,1959-12-09
6789,Fong Chok Gin @ Fong Tok Jeng,M,Chinese,1945-10-17
6790,Mat Juki bin Ahamad,M,Malay,1949-06-26
6791,Mohd Sibi bin Ahmad,M,Malay,1951-05-21
6792,Mohd Hadzir bin Ismail,M,Malay,1954-04-11
6793,Ahmad bin Majid,M,Malay,1956-09-24
6794,Che Pora binti Omar,F,Malay,1941-06-27
6795,Ahmad Jailani bin Ahmad,M,Malay,1935-07-05
6796,M Joseph Philomin A/L Joseph Fernandez,M,Indian,1954-xx-xx
6797,Majid @ Zinudin bin Arop @ Arof,M,Malay,xxxx-xx-xx
6798,Che' At bin Ibrahim,M,Malay,xxxx-xx-xx
6799,Muhamad Fishol bin Said,M,Malay,1958-05-12
6800,Wan Rahman bin W Salleh,M,Malay,xxxx-xx-xx
6801,Noordin bin Yaakub,M,Malay,xxxx-xx-xx
6802,Ahmad bin Yakob (Ustaz Mad),M,Malay,1950-02-01
6803,Saupi bin Daud,M,Malay,1954-12-19
6804,Ruhani binti Mamat,F,Malay,xxxx-xx-xx
6805,Yusof bin Isa,M,Malay,xxxx-xx-xx
6806,Mohd Yusoff bin Ludin (Tok Imam Sof),M,Malay,1949-12-04
6807,Hamdi bin Omar,M,Malay,1962-02-15
6808,Mohamad Fatmi bin Che Salleh,M,Malay,1957-04-12
6809,Ramli bin Sulaiman,M,Malay,1964-05-07
6810,Foo Chee Lian (Foo Chee Tow),M,Chinese,1943-07-23
6811,Leong Su Siang,M,Chinese,1949-04-09
6812,Mohd Din bin Nizamdin,M,Malay,xxxx-xx-xx
6813,Zahari bin Ab Wahab,M,Malay,xxxx-xx-xx
6814,Nordin bin Saleh,M,Malay,xxxx-xx-xx
6815,Othman bin Latif,M,Malay,xxxx-xx-xx
6816,Hussin bin Ahmad,M,Malay,xxxx-xx-xx
6817,Mohd Yaman bin Muhamad,M,Malay,1940-11-14
6818,Mohd Nassuruddin bin Haji Daud,M,Malay,1965-10-04
6819,Hassan bin Ahmad,M,Malay,xxxx-xx-xx
6820,Ramli bin Awang,M,Malay,xxxx-xx-xx
6821,Che Man (Ab Rahman) bin Ibrahim,M,Malay,xxxx-xx-xx
6822,Mohamed bin Daud,M,Malay,1939-09-30
6823,Hassan bin Mohamood,M,Malay,1955-09-12
6824,Che Razali bin Ibrahim,M,Malay,1960-08-30
6825,Raja Harun bin R. Ismail,M,Malay,xxxx-xx-xx
6826,Ab. Kadir (Mohd Khadir) bin Hassan,M,Malay,xxxx-xx-xx
6827,Zainal Abidin bin Ab. Kadir,M,Malay,xxxx-xx-xx
6828,Khairuldden bin Mat Adam,M,Malay,xxxx-xx-xx
6829,Tuan Mohamad bin Tuan Soh,M,Malay,1948-05-22
6830,Mohd Soberi bin Shafii,M,Malay,1954-03-15
6831,Ahmad Zailani bin Abdul Wahab,M,Malay,1962-04-02
6832,Md Ashari bin Mamat,M,Malay,1956-12-16
6833,Jondi bin Abd. Rahim,M,Malay,1962-06-17
6834,Che Kamarul Wzaman bin Che Haron,M,Malay,1956-06-10
6835,Mohamad Suparadi bin Md. Noor,M,Malay,1959-12-06
6836,Hassan bin Yusof,M,Malay,xxxx-xx-xx
6837,Che Age bin Awang,M,Malay,1947-12-28
6838,Samat bin Mamat,M,Malay,1952-09-23
6839,Amanullah bin Ab Kudus,M,Malay,1938-08-15
6840,Alwi bin Jusoh,M,Malay,1949-xx-xx
6841,Ismail bin Muhamad,M,Malay,xxxx-xx-xx
6842,Abdullah Sani bin Musa,M,Malay,1961-01-05
6843,Yaakub bin Muhamad,M,Malay,1941-09-20
6844,Hassan bin Muhamad,M,Malay,1944-02-12
6845,Mohd Adhan bin Kechik,M,Malay,1955-04-30
6846,Nik Kemaruzaman bin Sulong,M,Malay,1952-05-13
6847,Abdullah bin Ya'kub,M,Malay,1967-04-08
6848,Mustafa bin Musa,M,Malay,xxxx-xx-xx
6849,Abdul Aziz bin Derashid (Abe Jit),M,Malay,1956-06-05
6850,Yusof bin Yaakub,M,Malay,1943-11-03
6851,Mohammad Razali bin Che Mamat,M,Malay,1937-10-17
6852,Wan Hassan bin Wan Yusof,M,Malay,xxxx-xx-xx
6853,Mek Som binti Mohamed,F,Malay,1942-11-12
6854,Ahmad bin Yusoff,M,Malay,xxxx-xx-xx
6855,Arifin bin Said,M,Malay,xxxx-xx-xx
6856,Mohd. Akram Khan bin Awang Shaikh,M,Malay,1956-02-28
6857,Mohamad bin Yusof,M,Malay,xxxx-xx-xx
6858,Che Ku Hashim bin Che Ku Mat,M,Malay,1960-04-23
6859,Mohd Jusoh @ Yusoff bin Hj Md Nor,M,Malay,1941-02-05
6860,Sazali bin Hassan,M,Malay,xxxx-xx-xx
6861,Idris bin Mamat,M,Malay,1945-02-07
6862,Abdul Rahman bin Ab Kadir,M,Malay,xxxx-xx-xx
6863,Yaakub bin Abd Kadir,M,Malay,xxxx-xx-xx
6864,Mohd Lukman bin Muda,M,Malay,1964-04-15
6865,Mohd Jidin bin Shafee,M,Malay,1956-04-04
6866,Abdulah bin Mat Amin,M,Malay,xxxx-xx-xx
6867,Ismail bin Mamat,M,Malay,1958-05-16
6868,Mohamad Bin Abu Bakar,M,Malay,xxxx-xx-xx
6869,Sulong Bin Mamat,M,Malay,xxxx-xx-xx
6870,Roslan Bin Awang Chik,M,Malay,1951-02-08
6871,Azmi bin Ahmad,M,Malay,1970-03-01
6872,Abdul Latiff bin Awang,M,Malay,1949-05-10
6873,Bakar Bin Seman @ Abu Bakar Bin Othman,M,Malay,1949-04-01
6874,T. Putera bin T. Sulaiman,M,Malay,xxxx-xx-xx
6875,Abdul Majid bin Sulaiman,M,Malay,xxxx-xx-xx
6876,Shamsuddin Bin Sulong,M,Malay,1956-08-27
6877,Ibrahim bin Yusof,M,Malay,1959-01-23
6878,Muhyidin bin Abdul Rashid,M,Malay,1961-03-23
6879,Othman bin Daud,M,Malay,xxxx-xx-xx
6880,Tengku Mohd Asri Bin Tengku Hashim,M,Malay,xxxx-xx-xx
6881,Shafiee bin Daud,M,Malay,xxxx-xx-xx
6882,Jahaya bin Abdul Rahman,M,Malay,1953-02-11
6883,Awang @ Ibrahim Bin Omar,M,Malay,1945-06-15
6884,Jamalis bin Awang,M,Malay,xxxx-xx-xx
6885,Ismail Bin Harun,M,Malay,1952-04-04
6886,Jamilah Khaton binti Zainal Abidin,F,Malay,1948-04-12
6887,Hilmi bin Abdul Rashid,M,Malay,1954-09-15
6888,Syed Ibrahim bin Syed Abu Bakar,M,Malay,1950-11-05
6889,Jasmin bin Mohamed,M,Malay,1957-06-02
6890,Jahara binti Hamid,F,Malay,1951-05-18
6891,Md Sheriff bin Saad,M,Malay,1944-03-30
6892,Loo Ah Dee @ Lee Ah Lee,M,Chinese,1947-09-22
6893,Cheah Tiek Soon,M,Chinese,1954-01-11
6894,Rajapathy A/L Kuppusamy,M,Indian,1946-06-10
6895,Abdul Latiff bin S. Mirasa,M,Malay,1945-04-01
6896,Noor Halil bin Abd Ghani,M,Malay,1955-04-25
6897,Mior Ariff bin Mior Hassan,M,Malay,1954-11-26
6898,Adil bin Ismail,M,Malay,1956-02-19
6899,Daud bin Taha,M,Malay,1941-10-08
6900,Lau Chiek Tuan,M,Chinese,1954-02-25
6901,Gooi Seong Kin,M,Chinese,1962-07-10
6902,Toh Kin Woon,M,Chinese,1944-05-21
6903,Ooi Theng Bok,M,Chinese,xxxx-xx-xx
6904,Abdul Razak bin Abdul Hamid,M,Malay,xxxx-xx-xx
6905,Tan Cheng Liang,F,Chinese,1959-06-20
6906,Abdul Rashid bin Abdullah,M,Malay,1948-xx-xx
6907,Khairul Annuar bin Ahmad,M,Malay,xxxx-xx-xx
6908,Lye Siew Weng,M,Chinese,1941-09-01
6909,Teng Chang Yeow,M,Chinese,1964-12-12
6910,Lee Hack Teik,M,Chinese,1952-12-17
6911,Lim Gim Soon,M,Chinese,1947-08-27
6912,Seevaraju A/L Muniandy,M,Indian,1944-05-16
6913,Abdul Karim bin Pawanchee,M,Malay,1958-08-01
6914,Chong Eng,F,Chinese,1957-07-06
6915,Lee Boon Ten,M,Chinese,1957-12-21
6916,Tan Ban Yew,M,Chinese,1968-04-21
6917,Koay Kar Huah,M,Chinese,1947-09-19
6918,Hsu Tseh Jiang @ Khor Tseh Jiang,M,Chinese,1969-06-05
6919,Selvaraja Somiah a/l David Somiah,M,Indian,1956-09-28
6920,Rosli bin Hanafi,M,Malay,1950-08-20
6921,Zulkifli bin Mohd Noor,M,Malay,1948-03-08
6922,Zolkifly bin Mohd Lazim,M,Malay,1964-11-13
6923,Syed Amerruddin bin Syed Ahmad,M,Malay,1955-11-14
6924,Mohd Noor bin Maruki,M,Malay,xxxx-xx-xx
6925,Rahim bin Rahmat,M,Malay,1945-03-14
6926,Mohd Yushof bin Awang Karim,M,Malay,1950-07-31
6927,Md Dali bin Ghazali,M,Malay,1958-01-10
6928,Ibrahim bin Mohd Hanafiah,M,Malay,1956-08-20
6929,Mokhtarudin bin Haji Mohamad Kaya,M,Malay,1943-07-01
6930,Abdul Aziz bin Haji Jaeh,M,Malay,xxxx-xx-xx
6931,Abdul Rani bin Che Lah,M,Malay,1938-11-25
6932,Khamsiah (Khansiyah) binti Yeop,F,Malay,1944-04-28
6933,Sulaiman bin Japar,M,Malay,1949-02-26
6934,Mohd Yaakob bin Mohd Zabidi,M,Malay,xxxx-xx-xx
6935,Mohd Ali bin Mohd Isa,M,Malay,1939-11-10
6936,Mohamed Shohor bin Mohd Nasir,M,Malay,1942-10-28
6937,Abdul Latif bin Mat Ali,M,Malay,xxxx-xx-xx
6938,Abdul Hamid bin Salleh,M,Malay,xxxx-xx-xx
6939,Sabran (Jaberal) bin Asmawi,M,Malay,1938-xx-xx
6940,Baharudin bin Mat Nor,M,Malay,1948-10-11
6941,Saikidol bin Mohammad Noor,M,Malay,1954-11-05
6942,Hawari bin Che' Teh,M,Malay,xxxx-xx-xx
6943,Saharudin bin Abd Jabar,M,Malay,1945-12-14
6944,Abdul Malek bin Mohamed Hanafiah,M,Malay,1949-08-15
6945,Ahmad Tajuddin bin Mat Jali,M,Malay,1964-01-10
6946,Ho Cheng Wang,M,Chinese,1955-01-17
6947,Yap Kiew (Yap Peng Lan),M,Chinese,1941-02-28
6948,Ng Chai Hor,M,Chinese,xxxx-xx-xx
6949,Abdul Munim bin Mohamad Zain,M,Malay,xxxx-xx-xx
6950,Zawi bin Mohd Saman,M,Malay,xxxx-xx-xx
6951,Zainuddin bin Ahmad Karim,M,Malay,xxxx-xx-xx
6952,Nadzri bin Ismail,M,Malay,1957-10-24
6953,Meor Termizi bin Mior Yusof,M,Malay,1935-06-01
6954,M. Kulasegaran A/L V. Murugeson ,M,Indian,1957-08-10
6955,Hiew Yew Can,M,Chinese,1943-03-22
6956,Tan Chin Meng,M,Chinese,1958-04-04
6957,Liew Choong Sang (Liew Kay Chay),M,Chinese,xxxx-xx-xx
6958,Lam Wai Mun,M,Chinese,1971-05-13
6959,Yang Kar Ming,M,Chinese,1959-08-22
6960,Ahmad bin Jaafar,M,Malay,xxxx-xx-xx
6961,Yahya bin Kamaruzzaman,M,Malay,xxxx-xx-xx
6962,Ramly bin Zahari,M,Malay,1957-09-11
6963,Abu Hassan bin Johor,M,Malay,1941-03-19
6964,Mohd Zaim bin Abu Hasan,M,Malay,1951-04-10
6965,Ismail bin Hasbolah,M,Malay,1942-10-12
6966,Ahmad Tarmizi bin Mohd Jam,M,Malay,1969-03-02
6967,Khairuddin bin Abdul Malik,M,Malay,1960-09-05
6968,Tan Mee Lin,F,Chinese,1961-10-05
6969,Khusaini bin Md Ludin,M,Malay,xxxx-xx-xx
6970,Mohammed Radzi Manan,M,Malay,xxxx-xx-xx
6971,Kong Wai Ngee,M,Chinese,1969-02-09
6972,Yew Swee Fong,M,Chinese,1950-02-01
6973,Che'Su binti Mat (Yusuf),F,Malay,1941-08-15
6974,Zulkifli bin Mat Isin,M,Malay,xxxx-xx-xx
6975,Muthiah (Krishnamoorthy) A/L Maria Pillay,M,Indian,xxxx-xx-xx
6976,Kong Ding You,M,Chinese,1963-12-02
6977,Mohamad Arip bin Mohd Yasin,M,Malay,1938-05-21
6978,Muhammad bin Abdullah,M,Malay,xxxx-xx-xx
6979,Mah Siew Keong,M,Chinese,1961-06-17
6980,Desa bin Saad,M,Malay,1948-07-03
6981,Abdul Fattah bin Abdullah,M,Malay,xxxx-xx-xx
6982,Fong Koong Fuee,M,Chinese,1952-10-13
6983,Suhaimi bin Ibrahim,M,Malay,1959-08-02
6984,Mohd Jaafar bin Kamarulzaman,M,Malay,1953-03-02
6985,Syed Ali bin Syed Mohammad,M,Malay,1942-08-30
6986,Abdullah Suhaimin bin Sa'At,M,Malay,1950-10-29
6987,Ibrahim bin Yusof,M,Malay,1952-08-25
6988,Shahiruddin bin Ab Moin,M,Malay,1956-08-16
6989,Lau Lee,M,Chinese,1957-03-09
6990,Azizan bin Yaakob,M,Malay,1965-08-23
6991,Hashim bin Awang Sulong,M,Malay,xxxx-xx-xx
6992,Jamal Ab Nasir bin Ismail,M,Malay,1954-09-12
6993,Mohd Yusof bin Ibrahim,M,Malay,xxxx-xx-xx
6994,Ti Lian Ker,M,Chinese,1962-10-25
6995,Tunku Iskandar Dzulkarnain bin Tunku Ismail,M,Malay,1966-07-15
6996,Abd Razak bin Hassan,M,Malay,xxxx-xx-xx
6997,Zainuddin bin Jumaat,M,Malay,1933-09-16
6998,Abdullah bin Md Derus,M,Malay,1942-08-05
6999,Abu Kassim bin Abdul Ghani,M,Malay,1935-01-29
7000,Zainalabidin bin Mat Alias,M,Malay,1963-04-12
7001,Ishak bin Muhamad,M,Malay,1952-11-07
7002,Ab Wahab bin Jaapar,M,Malay,1953-08-08
7003,Abu Bakar bin Othman,M,Malay,1957-03-06
7004,Nazri bin Othman,M,Malay,1955-07-06
7005,Tengku Iskandar bin Tengku Ismail,M,Malay,1966-01-31
7006,Mohamed bin Jaafar,M,Malay,1952-06-08
7007,Ahmad Mukti bin Ismail,M,Malay,1948-12-12
7008,Abdul Rahim bin Abd Latif,M,Malay,1962-08-01
7009,Abu Bakar bin Lebai Sudin,M,Malay,1941-10-04
7010,Saari bin Abd Manap,M,Malay,1960-06-26
7011,Hoh Khai Mun,M,Chinese,1955-08-08
7012,Choong Siew Onn,M,Chinese,1968-09-13
7013,Mohd Shah bin Ijah,M,Malay,1944-04-16
7014,Soon San Choong,M,Chinese,1957-05-16
7015,Mohamed bin Buyong,M,Malay,1943-08-09
7016,Lai Kong Gan,M,Chinese,xxxx-xx-xx
7017,Mohd Hayani bin Abd Rahman,M,Malay,1942-06-25
7018,Idris bin Ngah (Singah),M,Malay,1952-01-06
7019,Abdul Malik bin Ismail,M,Malay,1949-12-10
7020,Mokhtar bin Mohd,M,Malay,xxxx-xx-xx
7021,Ismail bin Mat Tahar,M,Malay,1955-12-12
7022,Maznah binti Mazlan,F,Malay,1950-11-10
7023,Abdul Rahim bin Sulaiman,M,Malay,xxxx-xx-xx
7024,Muhamad Zahar bin Osman,M,Malay,1939-04-19
7025,Idris bin Omar,M,Malay,xxxx-xx-xx
